# FractureId; NumTraces
0; 113
# TraceId; Tips; Length
454; 1; 0.28612
366; 1; 0.252531
459; 1; 0.241737
402; 1; 0.238621
376; 1; 0.223895
415; 1; 0.220824
356; 1; 0.20805
466; 1; 0.144042
411; 1; 0.132332
394; 1; 0.128411
407; 1; 0.127891
430; 1; 0.0633445
436; 1; 0.0551306
420; 1; 0.0511976

# FractureId; NumTraces
4; 98
# TraceId; Tips; Length
481; 0; 0.941979
565; 0; 0.858846
332; 0; 0.74994
515; 0; 0.723958
514; 0; 0.713295
547; 0; 0.673344
549; 0; 0.668347
520; 0; 0.664345
540; 0; 0.657851
485; 0; 0.656555
528; 0; 0.648158
541; 0; 0.633045
523; 0; 0.627072
564; 0; 0.612065
558; 0; 0.601326
475; 0; 0.567685
529; 0; 0.478001
563; 0; 0.45572
490; 0; 0.447057
543; 0; 0.372509
533; 0; 0.355086
525; 0; 0.349842
478; 0; 0.230507
505; 0; 0.23029
492; 0; 0.225538
499; 0; 0.199662
532; 0; 0.188856
548; 0; 0.15841
489; 0; 0.15252
480; 0; 0.0606743
557; 0; 0.0511313
555; 0; 0.0460701
524; 0; 0.0251818
511; 1; 0.975482
559; 1; 0.899627
561; 1; 0.738681
537; 1; 0.735149
522; 1; 0.660771
527; 1; 0.655758
534; 1; 0.631596
567; 1; 0.610723
566; 1; 0.604091
569; 1; 0.579115
477; 1; 0.569081
494; 1; 0.56896
568; 1; 0.5613
538; 1; 0.553835
535; 1; 0.548096
513; 1; 0.546865
526; 1; 0.526648
521; 1; 0.518695
495; 1; 0.510195
496; 1; 0.50473
562; 1; 0.492958
483; 1; 0.484747
501; 1; 0.471089
551; 1; 0.468498
512; 1; 0.465896
536; 1; 0.441188
508; 1; 0.434359
497; 1; 0.415318
518; 1; 0.385872
488; 1; 0.371614
554; 1; 0.368122
553; 1; 0.362402
507; 1; 0.361345
482; 1; 0.357512
476; 1; 0.348103
486; 1; 0.336429
510; 1; 0.333383
544; 1; 0.33037
546; 1; 0.314221
502; 1; 0.303668
542; 1; 0.284002
539; 1; 0.27785
493; 1; 0.277137
491; 1; 0.274693
552; 1; 0.271023
484; 1; 0.257465
504; 1; 0.249492
519; 1; 0.239794
206; 1; 0.2361
506; 1; 0.223157
498; 1; 0.217378
531; 1; 0.215702
556; 1; 0.202477
479; 1; 0.19083
560; 1; 0.189891
517; 1; 0.184204
516; 1; 0.15304
545; 1; 0.149434
114; 1; 0.135594
487; 1; 0.120626
530; 1; 0.115655
550; 1; 0.115155
503; 1; 0.111515
500; 1; 0.093881
509; 1; 0.0394835

# FractureId; NumTraces
5; 71
# TraceId; Tips; Length
638; 0; 1.18311
572; 0; 0.847028
592; 0; 0.776894
639; 0; 0.738039
632; 0; 0.688769
578; 0; 0.507013
585; 0; 0.22571
635; 0; 0.215963
614; 0; 0.10481
588; 1; 0.990165
626; 1; 0.915975
584; 1; 0.900526
622; 1; 0.811242
595; 1; 0.739204
590; 1; 0.731981
598; 1; 0.726867
606; 1; 0.725174
624; 1; 0.703979
600; 1; 0.686765
207; 1; 0.685833
617; 1; 0.659093
634; 1; 0.649691
629; 1; 0.605691
630; 1; 0.596337
604; 1; 0.595586
621; 1; 0.578981
602; 1; 0.572366
597; 1; 0.567736
594; 1; 0.55728
605; 1; 0.546357
589; 1; 0.529836
623; 1; 0.520094
615; 1; 0.514474
628; 1; 0.50893
580; 1; 0.476728
607; 1; 0.472509
579; 1; 0.443445
601; 1; 0.439766
582; 1; 0.439477
583; 1; 0.433564
619; 1; 0.431819
570; 1; 0.40944
591; 1; 0.40527
596; 1; 0.372644
586; 1; 0.372257
620; 1; 0.367789
627; 1; 0.358102
571; 1; 0.352738
637; 1; 0.352478
611; 1; 0.338621
618; 1; 0.328572
609; 1; 0.31286
631; 1; 0.306853
625; 1; 0.285353
603; 1; 0.267587
608; 1; 0.249411
633; 1; 0.230039
613; 1; 0.226619
616; 1; 0.207275
581; 1; 0.197171
636; 1; 0.174292
593; 1; 0.160388
576; 1; 0.154287
577; 1; 0.141138
599; 1; 0.12662
610; 1; 0.0851318
587; 1; 0.0729756
575; 1; 0.054948
612; 1; 0.0495639
573; 1; 0.0333304
574; 1; 0.0252293

# FractureId; NumTraces
6; 69
# TraceId; Tips; Length
652; 0; 0.880896
663; 0; 0.870989
208; 0; 0.667245
696; 0; 0.652135
665; 0; 0.612981
706; 0; 0.584721
677; 0; 0.579102
659; 0; 0.576971
570; 0; 0.40944
661; 0; 0.37171
683; 0; 0.355063
645; 0; 0.27153
685; 0; 0.267187
671; 0; 0.254157
695; 0; 0.0259361
649; 0; 0.00407693
705; 1; 0.916782
658; 1; 0.830054
655; 1; 0.743448
668; 1; 0.696741
680; 1; 0.670577
691; 1; 0.660118
656; 1; 0.61296
654; 1; 0.585064
646; 1; 0.576013
641; 1; 0.547116
689; 1; 0.530789
653; 1; 0.513793
692; 1; 0.48758
667; 1; 0.486431
673; 1; 0.463428
670; 1; 0.424592
702; 1; 0.423414
688; 1; 0.423016
676; 1; 0.410748
682; 1; 0.39728
657; 1; 0.383609
693; 1; 0.379106
647; 1; 0.364881
698; 1; 0.359358
650; 1; 0.356088
694; 1; 0.348474
687; 1; 0.338788
704; 1; 0.335945
644; 1; 0.329678
701; 1; 0.293485
662; 1; 0.29245
648; 1; 0.285801
674; 1; 0.277559
643; 1; 0.227787
675; 1; 0.220898
660; 1; 0.21062
686; 1; 0.204175
678; 1; 0.203312
684; 1; 0.20102
679; 1; 0.189784
697; 1; 0.178551
703; 1; 0.160325
651; 1; 0.155712
672; 1; 0.154689
690; 1; 0.148195
664; 1; 0.135397
681; 1; 0.119002
699; 1; 0.0997238
700; 1; 0.0969014
642; 1; 0.092117
669; 1; 0.0909105
666; 1; 0.0536054
640; 1; 0.00090622

# FractureId; NumTraces
7; 94
# TraceId; Tips; Length
728; 0; 1.41278
115; 0; 0.989675
795; 0; 0.704352
741; 0; 0.615028
719; 0; 0.14498
779; 0; 0.118157
778; 0; 0.110312
737; 0; 0.0385054
767; 1; 1.32908
755; 1; 1.27139
729; 1; 1.17494
766; 1; 1.14844
761; 1; 0.9631
743; 1; 0.900036
726; 1; 0.892883
747; 1; 0.850373
789; 1; 0.828998
793; 1; 0.818898
756; 1; 0.810989
748; 1; 0.802938
740; 1; 0.787828
774; 1; 0.779333
796; 1; 0.757474
770; 1; 0.744574
785; 1; 0.72973
715; 1; 0.715823
738; 1; 0.703043
736; 1; 0.698373
782; 1; 0.687376
788; 1; 0.645734
773; 1; 0.636665
724; 1; 0.625906
733; 1; 0.625299
772; 1; 0.619148
717; 1; 0.615166
762; 1; 0.592222
742; 1; 0.582454
708; 1; 0.567079
713; 1; 0.564923
718; 1; 0.561542
707; 1; 0.504392
731; 1; 0.477734
333; 1; 0.475399
734; 1; 0.43676
753; 1; 0.436414
781; 1; 0.430299
739; 1; 0.428346
720; 1; 0.411714
727; 1; 0.410055
758; 1; 0.351338
775; 1; 0.350898
735; 1; 0.350112
777; 1; 0.343761
757; 1; 0.326629
752; 1; 0.320494
730; 1; 0.317769
714; 1; 0.293765
786; 1; 0.290103
790; 1; 0.286118
792; 1; 0.279014
709; 1; 0.278328
723; 1; 0.275145
721; 1; 0.274651
771; 1; 0.272138
768; 1; 0.267357
710; 1; 0.25993
732; 1; 0.253573
794; 1; 0.228625
750; 1; 0.224455
712; 1; 0.20548
746; 1; 0.204829
759; 1; 0.179285
754; 1; 0.177023
783; 1; 0.174057
722; 1; 0.150393
760; 1; 0.138155
745; 1; 0.135482
716; 1; 0.118985
763; 1; 0.116031
725; 1; 0.114196
769; 1; 0.102109
209; 1; 0.0995075
3; 1; 0.0957862
776; 1; 0.0882045
791; 1; 0.0464816
744; 1; 0.0461505
784; 1; 0.0392321
764; 1; 0.0371429
780; 1; 0.0365858
711; 1; 0.0199216
787; 1; 0.0109158
751; 1; 0.00555621
765; 1; 0.00353597
749; 1; 0.00105173

# FractureId; NumTraces
8; 51
# TraceId; Tips; Length
830; 0; 1.16697
827; 0; 0.804689
820; 0; 0.802434
116; 0; 0.79236
842; 0; 0.78826
840; 0; 0.778541
818; 0; 0.772382
805; 0; 0.57174
707; 0; 0.504392
814; 0; 0.486686
815; 0; 0.367798
816; 1; 1.14969
819; 1; 1.04245
824; 1; 1.03093
817; 1; 0.984016
802; 1; 0.946078
809; 1; 0.863212
828; 1; 0.845122
813; 1; 0.755484
806; 1; 0.726976
823; 1; 0.722049
843; 1; 0.695534
803; 1; 0.663416
831; 1; 0.646368
804; 1; 0.598585
800; 1; 0.555537
334; 1; 0.543211
829; 1; 0.518379
797; 1; 0.513858
810; 1; 0.497514
4; 1; 0.467026
833; 1; 0.400193
811; 1; 0.368352
821; 1; 0.347824
798; 1; 0.339936
826; 1; 0.301049
822; 1; 0.279193
799; 1; 0.278452
838; 1; 0.2469
836; 1; 0.244049
835; 1; 0.235687
807; 1; 0.232335
808; 1; 0.213059
812; 1; 0.162727
839; 1; 0.156788
834; 1; 0.154193
832; 1; 0.150434
841; 1; 0.147971
837; 1; 0.141612
825; 1; 0.11916
801; 1; 0.0579537

# FractureId; NumTraces
9; 98
# TraceId; Tips; Length
884; 0; 1.19207
854; 0; 0.965428
708; 0; 0.567079
935; 0; 0.55513
870; 0; 0.508852
845; 0; 0.480667
934; 0; 0.359324
918; 0; 0.132209
906; 0; 0.0955247
887; 0; 0.0697475
892; 1; 1.2358
852; 1; 1.22677
885; 1; 1.22015
908; 1; 1.15126
878; 1; 1.14752
117; 1; 1.08346
871; 1; 1.07431
890; 1; 0.994903
907; 1; 0.987085
910; 1; 0.981044
855; 1; 0.963494
856; 1; 0.961622
876; 1; 0.939939
880; 1; 0.932393
859; 1; 0.926805
928; 1; 0.922383
335; 1; 0.906965
868; 1; 0.890285
929; 1; 0.884019
914; 1; 0.832889
862; 1; 0.830707
893; 1; 0.808521
886; 1; 0.806166
897; 1; 0.795868
912; 1; 0.795239
5; 1; 0.792986
888; 1; 0.779365
896; 1; 0.771322
846; 1; 0.765063
853; 1; 0.71806
873; 1; 0.70991
909; 1; 0.668934
883; 1; 0.645132
921; 1; 0.642749
911; 1; 0.636746
904; 1; 0.626586
850; 1; 0.62127
902; 1; 0.615116
927; 1; 0.601853
857; 1; 0.579821
861; 1; 0.577589
903; 1; 0.576118
864; 1; 0.571489
851; 1; 0.570928
932; 1; 0.559965
917; 1; 0.558416
874; 1; 0.555284
905; 1; 0.54893
915; 1; 0.545551
858; 1; 0.544873
863; 1; 0.53993
797; 1; 0.513858
919; 1; 0.501575
849; 1; 0.494886
848; 1; 0.488219
933; 1; 0.488215
847; 1; 0.486776
913; 1; 0.485783
916; 1; 0.484321
879; 1; 0.466363
895; 1; 0.463973
889; 1; 0.456895
936; 1; 0.455212
900; 1; 0.440728
901; 1; 0.423374
926; 1; 0.418703
924; 1; 0.393128
925; 1; 0.388568
882; 1; 0.372393
898; 1; 0.368097
894; 1; 0.334725
930; 1; 0.322461
875; 1; 0.298567
872; 1; 0.276946
844; 1; 0.276387
877; 1; 0.253794
866; 1; 0.246387
869; 1; 0.16442
899; 1; 0.15184
881; 1; 0.133896
931; 1; 0.129216
891; 1; 0.125786
920; 1; 0.108164
867; 1; 0.0916236
922; 1; 0.0880847
865; 1; 0.0493172
923; 1; 0.0306772
860; 1; 0.00148582

# FractureId; NumTraces
10; 134
# TraceId; Tips; Length
985; 0; 1.33643
1027; 0; 1.27742
1020; 0; 1.25307
968; 0; 0.639618
976; 0; 0.587564
1040; 0; 0.411757
974; 0; 0.401389
844; 0; 0.276387
118; 0; 0.249265
990; 0; 0.233501
966; 0; 0.198106
1026; 0; 0.117225
954; 0; 0.106531
960; 0; 0.0431868
995; 1; 1.46443
956; 1; 1.39356
1024; 1; 1.30036
971; 1; 1.20212
1009; 1; 1.13693
1052; 1; 1.1182
1022; 1; 1.09523
987; 1; 1.08607
1019; 1; 1.08172
950; 1; 1.07654
1061; 1; 1.06938
1005; 1; 1.00482
1043; 1; 1.0021
1012; 1; 0.994521
959; 1; 0.971928
1004; 1; 0.964215
1042; 1; 0.957462
983; 1; 0.951104
941; 1; 0.94246
999; 1; 0.933561
1045; 1; 0.933463
993; 1; 0.932624
963; 1; 0.918868
979; 1; 0.909686
1029; 1; 0.894619
998; 1; 0.894265
952; 1; 0.887201
973; 1; 0.865597
1000; 1; 0.854628
1063; 1; 0.841227
997; 1; 0.822143
1021; 1; 0.810721
1041; 1; 0.810603
970; 1; 0.806396
336; 1; 0.804385
1049; 1; 0.791112
1054; 1; 0.790446
1039; 1; 0.783841
1057; 1; 0.765874
958; 1; 0.764084
994; 1; 0.744913
1044; 1; 0.742846
992; 1; 0.717418
967; 1; 0.709077
955; 1; 0.698706
957; 1; 0.692487
937; 1; 0.686498
978; 1; 0.67271
1025; 1; 0.668205
951; 1; 0.666572
996; 1; 0.66471
1034; 1; 0.663333
981; 1; 0.657416
1018; 1; 0.65514
1028; 1; 0.649551
1047; 1; 0.648344
986; 1; 0.643822
962; 1; 0.641085
944; 1; 0.623771
6; 1; 0.612657
1033; 1; 0.606225
984; 1; 0.605217
947; 1; 0.591598
1036; 1; 0.591576
1015; 1; 0.588398
1035; 1; 0.585372
1031; 1; 0.570064
475; 1; 0.567685
1058; 1; 0.563264
969; 1; 0.558117
1003; 1; 0.529115
943; 1; 0.520459
1055; 1; 0.499236
961; 1; 0.488272
1062; 1; 0.485008
1014; 1; 0.482548
949; 1; 0.478296
210; 1; 0.465076
1038; 1; 0.453288
938; 1; 0.448558
1011; 1; 0.444895
1013; 1; 0.426809
980; 1; 0.424172
964; 1; 0.410156
1060; 1; 0.406627
1037; 1; 0.39792
982; 1; 0.373914
1053; 1; 0.368537
1050; 1; 0.354123
1001; 1; 0.351687
1006; 1; 0.348546
965; 1; 0.342733
1048; 1; 0.338525
1008; 1; 0.329766
946; 1; 0.314327
945; 1; 0.298535
709; 1; 0.278328
1017; 1; 0.269453
977; 1; 0.245404
991; 1; 0.235502
989; 1; 0.219155
948; 1; 0.213047
975; 1; 0.199211
972; 1; 0.191743
953; 1; 0.188496
1046; 1; 0.178097
988; 1; 0.175513
1059; 1; 0.168966
1023; 1; 0.155309
940; 1; 0.1496
942; 1; 0.123125
1010; 1; 0.120426
1056; 1; 0.111687
1007; 1; 0.105834
1032; 1; 0.096667
1030; 1; 0.0845495
1016; 1; 0.0836967
939; 1; 0.0781108
1051; 1; 0.0704827
1002; 1; 0.0374681

# FractureId; NumTraces
11; 83
# TraceId; Tips; Length
1095; 0; 1.1235
1103; 0; 1.04041
1120; 0; 0.981404
337; 0; 0.596256
1116; 0; 0.553918
1107; 0; 0.442838
1075; 0; 0.18971
1067; 1; 1.33298
1068; 1; 1.24385
1121; 1; 1.17221
1119; 1; 0.997813
1087; 1; 0.979969
1076; 1; 0.964952
1108; 1; 0.96425
1135; 1; 0.964176
1130; 1; 0.960054
1074; 1; 0.958993
1114; 1; 0.920692
1091; 1; 0.903416
1104; 1; 0.894589
1106; 1; 0.886283
1109; 1; 0.845938
1132; 1; 0.840808
1122; 1; 0.838982
1124; 1; 0.837224
1136; 1; 0.83362
1111; 1; 0.803232
1098; 1; 0.789261
1134; 1; 0.729769
1088; 1; 0.692633
937; 1; 0.686498
1129; 1; 0.677728
1066; 1; 0.668546
1125; 1; 0.668167
1099; 1; 0.658987
1070; 1; 0.641101
1072; 1; 0.632819
1118; 1; 0.58997
1064; 1; 0.57334
1113; 1; 0.568448
1090; 1; 0.565466
1079; 1; 0.56532
1065; 1; 0.498137
1115; 1; 0.497087
845; 1; 0.480667
1092; 1; 0.476627
1078; 1; 0.473167
1082; 1; 0.46285
1126; 1; 0.461277
1133; 1; 0.451057
1086; 1; 0.439947
1105; 1; 0.415084
1137; 1; 0.409286
119; 1; 0.402221
1073; 1; 0.384174
1112; 1; 0.376411
1096; 1; 0.348307
1094; 1; 0.340483
1081; 1; 0.315666
1080; 1; 0.313482
1077; 1; 0.306196
1093; 1; 0.281174
1138; 1; 0.27897
1128; 1; 0.273398
1089; 1; 0.267043
1097; 1; 0.263741
1102; 1; 0.231467
1117; 1; 0.204188
1071; 1; 0.182765
1084; 1; 0.155602
1069; 1; 0.148453
1140; 1; 0.13553
1100; 1; 0.124228
1085; 1; 0.12296
1127; 1; 0.103974
1131; 1; 0.0935937
1101; 1; 0.0853195
1141; 1; 0.0376396
1110; 1; 0.0316037
1123; 1; 0.0266829
1139; 1; 0.0168785
211; 1; 0.0143729
1083; 1; 0.0134971

# FractureId; NumTraces
12; 94
# TraceId; Tips; Length
1212; 0; 0.710425
1165; 0; 0.686273
1149; 0; 0.653181
1153; 0; 0.651387
1173; 0; 0.628875
1214; 0; 0.591678
1176; 0; 0.51359
1220; 0; 0.49462
1199; 0; 0.461274
1227; 0; 0.376794
1216; 0; 0.345909
1175; 0; 0.325604
710; 0; 0.25993
1226; 0; 0.219931
1188; 0; 0.215169
1217; 0; 0.197859
1155; 0; 0.118932
1145; 0; 0.0825892
1161; 0; 0.0816505
1147; 0; 0.0768624
1193; 0; 0.032228
1205; 0; 0.0319538
1203; 1; 0.847331
1206; 1; 0.813824
1151; 1; 0.812233
1157; 1; 0.799594
846; 1; 0.765063
1197; 1; 0.752942
1211; 1; 0.705857
1189; 1; 0.694734
1182; 1; 0.694414
