# Number of traces
8985
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
28; 0; 47; 9.6689638286310342e-01; 7.7037010387665572e-01; 3.5278230747569472e-01; 8.3124025173977589e-01; 2.0569126898482720e-01; 1.1151029967997420e-01
29; 0; 49; 8.9115998556464182e-01; 3.0694837121729046e-01; 1.1151029967997408e-01; 6.2009043828382704e-01; 6.8894290329905050e-01; 7.1575364390421525e-01
30; 0; 51; 1.3057008128945307e+00; 1.0140384370991045e+00; 1.1623323062822734e-01; 7.5243417681835600e-01; 7.5631951103978690e-02; 1.1374971150699721e-01
31; 0; 52; 4.8971293468948013e-01; 3.8047406876901180e-01; 6.5235171712019568e-01; 9.2750722944224684e-01; 5.7972734573731011e-01; 2.6353439958262076e-01
32; 0; 53; 6.1566768522490545e-01; 4.5252655529004082e-01; 5.5108039216721616e-01; 4.5025524385634219e-01; 2.5444885215451007e-01; 6.0966509152353787e-01
33; 0; 55; 8.7573440082375265e-01; 8.0110631251206854e-01; 4.8569691904144152e-01; 6.2943558887931872e-01; 7.0473507740968955e-01; 7.1575364390421525e-01
34; 0; 56; 1.1009971655759714e+00; 6.6154782338911389e-01; 1.1151029967997406e-01; 8.0230879101508457e-01; 8.1929571818344682e-01; 5.8802845855067276e-01
35; 0; 57; 4.7183312091074114e-01; 4.3840597024399341e-01; 7.1575364390421514e-01; 5.6628884715130312e-01; 5.0431853437411522e-01; 6.4835284524305536e-01
36; 0; 58; 6.6830759762213510e-01; 1.2541455520676484e-01; 2.5181249464889788e-01; 5.7470586577934479e-01; 5.9702908671625909e-01; 7.0480667967075439e-01
37; 0; 61; 5.7860394970629814e-01; 5.0918578850802310e-01; 6.3688483549788677e-01; 7.7412515606084042e-01; 9.4924294419848088e-01; 7.1575364390421514e-01
38; 0; 62; 8.2591853851540642e-01; 1.0367674955840993e+00; 7.1575364390421503e-01; 1.1114428911667824e+00; 1.0731223255681757e+00; 3.9485007719616488e-01
39; 0; 63; 7.7157490875668355e-01; 8.4893778245728391e-01; 6.4670615574873958e-01; 9.1156206109264104e-01; 3.4142541101074403e-01; 1.1151029967997408e-01
40; 0; 66; 6.5751570729980313e-01; 1.3180074621287052e-01; 2.6952340631913274e-01; 9.2815509361272897e-01; 5.8458092478719204e-01; 2.6623799794250963e-01
41; 0; 67; 5.1076025812508730e-01; 5.0418812348337272e-01; 7.1575364390421514e-01; 5.9198261537874375e-01; 3.7792626002156571e-01; 5.2621107347354146e-01
42; 0; 68; 4.5694751055255212e-01; 2.5048864758336475e-01; 5.9868220152094376e-01; 6.4416312648959384e-01; 5.5929405895637130e-01; 5.9323990410901761e-01
43; 0; 70; 5.8538320847010383e-01; 1.7448575333538677e-01; 3.8790232578262068e-01; 7.9224290529040853e-01; 1.3979047063081884e-01; 1.1151029967997406e-01
44; 0; 71; 4.8367055668686959e-01; 2.3467506240213135e-01; 5.5482616745199853e-01; 4.3408682671208687e-01; 3.7461929886556278e-01; 7.1575364390421525e-01
45; 0; 72; 8.0981665044507545e-01; 1.6948797421009765e-01; 1.1151029967997389e-01; 5.3060963992396815e-01; 2.7892940754594642e-01; 5.2960322612454902e-01
46; 0; 74; 1.1106658213422687e+00; 6.7788668210701020e-01; 1.1151029967997400e-01; 7.3555175676809559e-01; 3.4128557453270636e-01; 3.2534897661125761e-01
47; 0; 77; 5.6704793571500889e-01; 4.7600610629056578e-01; 6.2706567211464592e-01; 4.7566837807093876e-01; 2.3941041826472415e-01; 5.6795879523111170e-01
48; 0; 78; 5.8591288076162573e-01; 6.3118696522702145e-01; 7.1575364390421514e-01; 7.4285674841191207e-01; 1.5985635895093975e-01; 1.8597176982769956e-01
49; 0; 80; 5.7922953315880799e-01; 4.1602525865924012e-01; 5.6911612439941317e-01; 4.5990212737786290e-01; 2.4874022846190272e-01; 5.9383328663675672e-01
50; 0; 81; 1.0460020681958941e+00; 1.1923377747499944e+00; 5.6014197555990330e-01; 5.5217722780195433e-01; 5.7417779241259259e-01; 7.1575364390421514e-01
51; 0; 82; 3.9918213328713664e-01; 2.8467179082689092e-01; 6.9348278453173373e-01; 1.1037232781038391e+00; 1.0128148919506357e+00; 3.6085540151840112e-01
52; 0; 83; 3.8561854300013310e-01; 2.9271376214876482e-01; 7.1575364390421514e-01; 3.8561480850922714e-01; 2.9270036829439056e-01; 7.1574854924634612e-01
53; 0; 84; 1.2335192439818994e+00; 1.0813729237621310e+00; 2.5240162259083854e-01; 4.6764066725990483e-01; 3.9967143104306979e-01; 6.9298863953854473e-01
54; 0; 86; 1.0085906442261472e+00; 5.0539197986327888e-01; 1.1151029967997417e-01; 6.1158415425956114e-01; 5.7223088530909094e-01; 6.4214458488878112e-01
55; 0; 87; 1.1493328488023653e+00; 1.1311909244713731e+00; 3.9056257163002761e-01; 9.7872054527794827e-01; 9.5487024733862991e-01; 4.7111701600720907e-01
56; 0; 89; 9.7319716815917789e-01; 9.4499163382753815e-01; 4.7072517184809315e-01; 4.7976406760996293e-01; 2.3698675985857864e-01; 5.6123722991791913e-01
57; 0; 93; 6.4962210726208758e-01; 1.3647184979722971e-01; 2.8247784236810258e-01; 7.3833731490475374e-01; 2.6746431523684838e-01; 2.6886514353338853e-01
58; 0; 94; 6.8412614238798486e-01; 7.9715549743296565e-01; 7.1575364390421514e-01; 1.0552811690117907e+00; 9.5901870826987445e-01; 3.8104202548579458e-01
59; 0; 95; 7.5560491138208630e-01; 7.7876692682295787e-02; 1.1151029967997411e-01; 7.2735692078187664e-01; 4.2108041495288967e-01; 3.9270441342760321e-01
60; 0; 97; 4.8304406972387282e-01; 4.5735111765422920e-01; 7.1575364390421525e-01; 4.7794522265236739e-01; 4.0165787753867699e-01; 6.8189233386474912e-01
61; 0; 99; 4.3736719039440664e-01; 2.6207546516173308e-01; 6.3081608265187261e-01; 6.0590566149356584e-01; 6.6497234632371027e-01; 7.1575364390421514e-01
62; 0; 101; 1.0771762661828610e+00; 6.4088413328374982e-01; 1.2560149392107389e-01; 6.7300667278738757e-01; 7.7836493882652502e-01; 7.1575364390421514e-01
63; 0; 104; 6.4379311601628975e-01; 1.3992120392859519e-01; 2.9204398379443519e-01; 9.4404850038007604e-01; 3.9632356382482420e-01; 1.1151029967997428e-01
64; 0; 105; 8.2608499433578841e-01; 5.7671735654583056e-01; 3.8464737747642208e-01; 7.0064062951260742e-01; 1.0628121421720926e-01; 1.9874973597185189e-01
65; 0; 106; 7.9690654027867391e-01; 7.2261267759488790e-01; 5.2505287207460349e-01; 6.6671161716266891e-01; 7.6772705627493965e-01; 7.1575364390421525e-01
66; 0; 107; 6.8100532421147197e-01; 7.9188169221093774e-01; 7.1575364390421492e-01; 7.7889068048139054e-01; 4.4106689680892514e-01; 3.4444133593190113e-01
67; 0; 108; 9.8286604022835244e-01; 1.2296990452897061e+00; 6.6375650287109145e-01; 4.5339337923098577e-01; 2.5259183440257638e-01; 6.0451499855840263e-01
68; 0; 109; 5.0351666790788130e-01; 4.9194733220587028e-01; 7.1575364390421514e-01; 7.6195567066706704e-01; 3.3734844793145358e-01; 2.9042332076620780e-01
69; 0; 113; 1.0825482329761227e+00; 1.1707112772730701e+00; 5.0016491158167942e-01; 1.0353684143804807e+00; 9.2633469347688979e-01; 3.8173694288061488e-01
70; 0; 116; 7.0963191671823533e-01; 6.8091805801710459e-01; 6.0114452665388285e-01; 9.2608885309780720e-01; 3.6597393232888131e-01; 1.1151029967997401e-01
71; 0; 123; 6.8651846328407595e-01; 8.0119823037060456e-01; 7.1575364390421503e-01; 1.0967946019917192e+00; 9.4937450625002306e-01; 3.2364588418323759e-01
72; 0; 125; 7.3882860075623080e-01; 8.1036881148903928e-01; 6.5876724544071652e-01; 6.4573052648424278e-01; 7.3227155091532947e-01; 7.1575364390421514e-01
73; 0; 127; 4.1779376281416075e-01; 3.3604664583576815e-01; 7.0781328537097898e-01; 4.0621087192645766e-01; 3.2751230717220858e-01; 7.1575364390421514e-01
74; 0; 129; 9.5142904407367834e-01; 9.8037851685226318e-01; 5.2263717620978623e-01; 1.0555261195792174e+00; 5.8470725586310068e-01; 1.1151029967997403e-01
75; 0; 130; 4.1658231029299936e-01; 3.4503878347545885e-01; 7.1575364390421525e-01; 6.4272842395970209e-01; 5.1337611729151500e-01; 5.6195600979680405e-01
76; 0; 131; 9.8766623032037848e-01; 7.9553658402813299e-01; 3.4563840269161800e-01; 9.7549621958979116e-01; 4.4946640535184157e-01; 1.1151029967997406e-01
77; 0; 134; 5.7971813774315772e-01; 5.2123676095768023e-01; 6.4419854723182413e-01; 4.5589060408974402e-01; 4.1146504523413352e-01; 7.1575364390421525e-01
78; 0; 136; 5.1039895427871007e-01; 4.7780014463088510e-01; 6.9721251366734172e-01; 1.0295097957430013e+00; 5.4074281553203596e-01; 1.1151029967997433e-01
79; 0; 138; 5.9844288362252251e-01; 3.1168838898502893e-01; 4.7071522099132640e-01; 4.9180529106190002e-01; 4.7215652195223234e-01; 7.1575364390421525e-01
80; 0; 139; 4.4062993349789759e-01; 2.6014470974813980e-01; 6.2546149201180490e-01; 4.5547204959430182e-01; 4.1075773876547123e-01; 7.1575364390421514e-01
81; 0; 140; 1.2525508490465525e+00; 1.0701108129117141e+00; 2.2116825511068838e-01; 6.2950700821642269e-01; 2.1165625143182304e-01; 3.6100608599252210e-01
82; 0; 141; 7.9487238417600148e-01; 6.5070664648984422e-01; 4.7580494845789878e-01; 9.7712411779959685e-01; 5.2238226229678220e-01; 1.6197837234494430e-01
83; 0; 143; 6.6499278119168914e-01; 6.0811221546900263e-01; 6.0303543434771123e-01; 4.7105997242132114e-01; 2.4213748070078048e-01; 5.7552179512855228e-01
84; 0; 145; 4.3591546969136197e-01; 3.7770948430664542e-01; 7.1575364390421525e-01; 6.4421017232865607e-01; 4.6877484175809492e-01; 5.2807423937769737e-01
85; 0; 149; 9.6951327090656503e-01; 6.8389315848635945e-01; 2.8740053519125836e-01; 5.4543304716448093e-01; 5.6278094291591729e-01; 7.1575364390421525e-01
86; 0; 150; 3.9814470755727716e-01; 3.1388146507699510e-01; 7.1575364390421536e-01; 6.3288938529205241e-01; 3.7275865730108176e-01; 4.7277224612099189e-01
87; 0; 152; 8.1342275871882141e-01; 1.0156511392258527e+00; 7.1575364390421514e-01; 1.0710021338989693e+00; 7.6889683150313393e-01; 2.2518282390237332e-01
88; 0; 154; 4.6581109993842079e-01; 2.4524354472119855e-01; 5.8413588535152350e-01; 9.8467331412103321e-01; 6.7567667008374477e-01; 2.6306367247892343e-01
89; 0; 157; 1.0912191246246556e+00; 6.5216595602693173e-01; 1.1664726736314540e-01; 1.0897934637536721e+00; 6.4261492251678365e-01; 1.1151029967997422e-01
90; 0; 161; 4.0588951246894983e-01; 2.8070264331648720e-01; 6.8247509295224806e-01; 8.7111950454015785e-01; 2.7308238239606186e-01; 1.1151029967997400e-01
91; 0; 165; 5.3582950798061613e-01; 3.4087407593407471e-01; 5.6781395080728980e-01; 6.7804256214358882e-01; 5.4457496151049323e-01; 5.4147257102189017e-01
92; 0; 166; 7.8553679418794720e-01; 8.3327836194849514e-01; 6.1847210793366725e-01; 7.9794512360583814e-01; 7.7877931567367464e-01; 5.6418990821203474e-01
93; 0; 167; 1.0660507752896213e+00; 1.1804737853003364e+00; 5.2723940985233275e-01; 9.2900640421804115e-01; 1.2109735190435409e+00; 7.1575364390421503e-01
94; 0; 168; 5.5522800047894694e-01; 1.9233034888894487e-01; 4.3739098895257245e-01; 4.7334268917861300e-01; 4.4095695801829704e-01; 7.1575364390421536e-01
95; 0; 172; 8.8990886622142740e-01; 3.0483413086350075e-01; 1.1151029967997400e-01; 7.1879419386310173e-01; 9.5538691274404230e-02; 1.6895734880811220e-01
96; 0; 176; 1.0111935298465813e+00; 9.7435062371625181e-01; 4.4565814297787543e-01; 5.6794328675796091e-01; 6.0082052497508087e-01; 7.1575364390421514e-01
97; 0; 177; 5.9404608629690203e-01; 2.2427721074724297e-01; 4.1318655967108070e-01; 8.0970493009856737e-01; 1.6929918033826713e-01; 1.1151029967997406e-01
98; 0; 178; 7.6532473101640974e-01; 8.7327423351683708e-01; 6.7180787548107479e-01; 4.0549369383277301e-01; 2.8093687229203279e-01; 6.8312468340335331e-01
99; 0; 180; 7.2542112669065717e-01; 8.5246812278772033e-01; 7.0534504180678970e-01; 5.1622367319980844e-01; 2.1541148450369355e-01; 5.0140222095779952e-01
100; 0; 182; 9.1988961707905914e-01; 4.9535123791310154e-01; 2.1210367511661454e-01; 4.0625582418973388e-01; 2.8048587530394903e-01; 6.8187392723087792e-01
101; 0; 184; 7.9411668632881360e-01; 8.2692035320987611e-01; 6.0347013501894964e-01; 1.2077645530620926e+00; 1.0966134766777542e+00; 2.9466845836760736e-01
102; 0; 186; 6.6084718608668247e-01; 7.5781687712207502e-01; 7.1575364390421525e-01; 9.6132663822658948e-01; 1.0204690114037778e+00; 5.3944293219558481e-01
103; 0; 187; 7.9638851152626255e-01; 9.8686532194449816e-01; 7.1575364390421503e-01; 9.1558810535951551e-01; 8.0872261013075009e-01; 4.4273326325240764e-01
104; 0; 188; 7.6429970694918115e-01; 7.6206683482753179e-01; 5.9306475034889838e-01; 5.3397692903680216e-01; 5.4342148901994358e-01; 7.1575364390421514e-01
105; 0; 190; 8.4164195726170798e-01; 1.0633381713499745e+00; 7.1575364390421514e-01; 1.1311286574515687e+00; 8.5141608700077742e-01; 2.1145375168844380e-01
106; 0; 191; 1.0938440800790001e+00; 1.0779845974207887e+00; 4.1973863056033656e-01; 1.3152638873367235e+00; 1.0236326653170926e+00; 1.1151029967997406e-01
107; 0; 192; 8.8996437323821576e-01; 5.4678555409036789e-01; 2.8547316534437972e-01; 8.9142110177448830e-01; 5.6513505856597979e-01; 2.9690091703936217e-01
108; 0; 194; 8.7193771857070135e-01; 5.6301275970099918e-01; 3.1905630624200976e-01; 5.7653527057746368e-01; 6.1533993833786238e-01; 7.1575364390421536e-01
109; 0; 195; 5.5814788173459740e-01; 1.9060248483021330e-01; 4.3259907970759148e-01; 7.4015160199379160e-01; 3.2109500893417692e-01; 3.0523526834624037e-01
110; 0; 197; 6.3659304160641539e-01; 7.1150268643030201e-01; 7.1192160385580538e-01; 5.1173598302362067e-01; 2.1806711255266048e-01; 5.0876711088346616e-01
111; 0; 198; 5.5447740292451198e-01; 2.2614581366465425e-01; 4.6262605450633654e-01; 7.8631175155921951e-01; 1.2976753826147897e-01; 1.1151029967997400e-01
112; 0; 199; 1.0637266098106828e+00; 6.4995433467139629e-01; 1.4847345069782425e-01; 1.0045981052961850e+00; 4.9864507201185432e-01; 1.1151029967997406e-01
113; 1; 3; 1.0074421689802229e+00; 2.5572526873587864e-01; -1.8300184682623011e-02; 9.0833064274124675e-01; 5.8617470396965055e-01; 6.0034976724476596e-01
114; 1; 4; 9.8002591161798480e-01; 4.4415945783949895e-01; 5.3203220859315414e-01; 9.2930881189306214e-01; 5.4973552460102204e-01; 6.0034976724476596e-01
115; 1; 7; 1.0513675325488931e+00; 1.0285566950128089e-01; -3.1756100457425790e-01; 5.5018172788006670e-01; 9.5220633646126573e-01; -4.0046124503719049e-01
116; 1; 8; 7.2601640624086605e-01; 6.8464024866167084e-01; -2.5249550396117149e-01; 1.1248085303890283e+00; 6.8164195004706440e-02; 4.5423698938374640e-02
117; 1; 9; 1.0008007409383834e+00; 2.5804170317227182e-01; -5.4333552152713654e-02; 6.4453217330443091e-01; 1.0443938972373332e+00; 6.0034976724476596e-01
118; 1; 10; 9.4428764653593511e-01; 4.5197663706611768e-01; 3.1996769850951023e-01; 8.2692755996217826e-01; 6.1932841614707312e-01; 1.7730288931006047e-01
119; 1; 11; 1.2834715276945601e+00; -1.1386111456671177e-01; 4.1113318452967562e-01; 1.1277286020286386e+00; 2.0507940753418927e-01; 6.0034976724476619e-01
120; 1; 12; 9.3649539747520860e-01; 5.3725239134088421e-01; 6.0034976724476607e-01; 1.0034650860623116e+00; 2.8982722107082798e-01; 8.7980488365449486e-02
121; 1; 17; 9.7118576435348980e-01; 3.1999543172511080e-01; -1.3248282786203047e-02; 1.1067995809729625e+00; 2.4143321642659177e-01; 6.0034976724476607e-01
122; 1; 18; 1.0663796977220179e+00; 1.2414373475135382e-01; -1.3244832286614963e-01; 8.6661696242010544e-01; 5.6874744952456613e-01; 2.4905773832315869e-01
123; 1; 19; 9.7801377934439926e-01; 3.6090615509119262e-01; 1.9299547775080822e-01; 1.0092410830848420e+00; 4.1089279022221892e-01; 6.0034976724476619e-01
124; 1; 22; 9.5471676403839856e-01; 2.8312141623221621e-01; -2.6916518765364028e-01; 8.5125170093707592e-01; 6.2193244416297078e-01; 3.5260934781750491e-01
125; 1; 23; 1.4002826596179512e+00; -3.4738420056165487e-01; 2.9145550395093511e-01; 6.7619408447339979e-01; 8.5055109872850387e-01; 5.7701482152131431e-02
126; 1; 24; 7.6448793661569758e-01; 6.2826807993487543e-01; -2.1164204070808354e-01; 5.7715539590912068e-01; 1.1148842605724441e+00; 4.1844518955437948e-01
127; 1; 25; 7.3104868501684228e-01; 6.6888324122575427e-01; -2.7991564515990824e-01; 7.4043591153410981e-01; 8.7780864882108278e-01; 6.0034976724476641e-01
128; 1; 26; 1.0651428487182770e+00; 1.8417802881673292e-01; 9.3785742226410534e-02; 7.4783599281934265e-01; 8.6495467251154001e-01; 6.0034976724476596e-01
129; 1; 28; 1.1879224494761171e+00; 9.9960723905704041e-03; 2.4654775927915368e-01; 1.1710748886761153e+00; -2.7267513687007326e-03; 8.2450472044312315e-02
130; 1; 30; 9.1382494200752018e-01; 5.7663108007093022e-01; 6.0034976724476607e-01; 8.1618265593583383e-01; 6.2576244910051126e-01; 1.2950498735934901e-01
131; 1; 32; 6.0854249797745519e-01; 1.0109854125002438e+00; 2.2545719099264988e-01; 6.1889903377689737e-01; 1.0889187822387505e+00; 6.0034976724476596e-01
132; 1; 36; 8.9085977471342770e-01; 5.8120296071043875e-01; 4.6231440723778494e-01; 1.1377223775801406e+00; 5.0790389365565736e-02; 6.5190233313042967e-02
133; 1; 40; 8.0924784911636316e-01; 6.8979688081229829e-01; 3.3269099611366626e-01; 8.3425284489666385e-01; 6.4805744394299380e-01; 3.3931302240246658e-01
134; 1; 42; 6.8731727742157067e-01; 9.7007596834910115e-01; 6.0034976724476596e-01; 5.8414159923333497e-01; 1.1189062434382415e+00; 4.8159142276478417e-01
135; 1; 44; 5.6482938893738555e-01; 1.1077881331705708e+00; 3.0703404466362805e-01; 6.6040414458187158e-01; 9.0040653415854455e-01; 1.4535723907434475e-01
136; 1; 47; 5.1029428844616320e-01; 1.0763920758872099e+00; -1.8589265871984956e-01; 1.0082076466167778e+00; 3.4934347638975682e-01; 3.5278230747569483e-01
137; 1; 48; 1.0648914189850389e+00; 2.7646912683436559e-01; 4.5277804731768040e-01; 9.5381227713017580e-01; 5.0717288920293413e-01; 6.0034976724476607e-01
138; 1; 51; 5.1784614917500527e-01; 1.0336499631456850e+00; -3.0167339347046929e-01; 1.0150840355092559e+00; 2.9427771382425116e-01; 1.8425176143966948e-01
139; 1; 52; 1.0631317520526002e+00; 2.5220684352754730e-01; 3.4600847739055918e-01; 6.9612418807265086e-01; 8.6859831072208560e-01; 2.6353439958262070e-01
140; 1; 55; 8.0081931085184388e-01; 7.4358649203471605e-01; 4.8569691904144180e-01; 7.9407976700841809e-01; 7.8462901729523304e-01; 6.0034976724476596e-01
141; 1; 56; 6.6172030451915564e-01; 9.5010043198356287e-01; 3.4850977157763063e-01; 7.5093218983966215e-01; 8.5642394458255722e-01; 5.8802845855067265e-01
142; 1; 58; 1.0998009062256153e+00; 1.8292456016039083e-01; 3.2416985133082021e-01; 9.7335540017801792e-01; 4.7322639172691999e-01; 6.0034976724476596e-01
143; 1; 60; 1.2034830917612320e+00; 2.1865690543869554e-02; 3.9857398417067491e-01; 9.7475800672302060e-01; 2.8529526237930575e-01; -1.2461529303956552e-01
144; 1; 62; 6.6959938167284594e-01; 1.0008520373449306e+00; 6.0034976724476607e-01; 6.1336447424654938e-01; 9.6055247126080123e-01; 6.1086211965120901e-02
145; 1; 63; 7.7185596513183585e-01; 5.6097808897861490e-01; -4.2461066676710013e-01; 7.8638765765454843e-01; 7.9799024774581939e-01; 6.0034976724476596e-01
146; 1; 64; 1.1064455579057235e+00; 8.3941301544293648e-02; -1.7575632345860584e-02; 1.0990411751852687e+00; 2.5490960409733932e-01; 6.0034976724476596e-01
147; 1; 65; 1.3796660724138887e+00; -3.0052493357725740e-01; 3.3463476365484657e-01; 1.0588492719719647e+00; 3.2472313070957004e-01; 6.0034976724476607e-01
148; 1; 66; 9.3067821962777486e-01; 4.7156101058420363e-01; 3.0411859680395609e-01; 8.0222593640954298e-01; 6.6158013397412918e-01; 1.7474250074794564e-01
149; 1; 70; 1.4284938805561791e+00; -3.1735130855011484e-01; 6.0034976724476563e-01; 1.0615895190200064e+00; 9.8755142120049752e-02; -2.6419304447763192e-01
150; 1; 72; 6.8070393828985842e-01; 9.6346164894969855e-01; 5.2960322612454935e-01; 1.0473192341924500e+00; 1.3305907364354169e-01; -2.2700039811160919e-01
151; 1; 74; 5.3824775805800051e-01; 1.0136714046998754e+00; -2.4125481795341935e-01; 9.8259881291150686e-01; 3.8680685193809583e-01; 3.2534897661125772e-01
152; 1; 75; 5.8636708872948429e-01; 1.1201874659000186e+00; 5.0170696653146263e-01; 6.3793449541307623e-01; 9.8426155048616293e-01; 3.2054626468917863e-01
153; 1; 78; 6.8634545741922981e-01; 8.2878161377285497e-01; 4.1534886200106758e-02; 5.7848827584847096e-01; 1.1156516044399856e+00; 4.3049269856402350e-01
154; 1; 79; 9.2391039110993889e-01; 4.6725969548843277e-01; 2.4136313598208298e-01; 8.5893037038886388e-01; 6.7198321147478801e-01; 6.0034976724476596e-01
155; 1; 81; 6.5741566584958866e-01; 1.0098679249935090e+00; 5.5287481317215115e-01; 7.1224664148576566e-01; 9.2677354466726958e-01; 6.0034976724476596e-01
156; 1; 82; 8.1804796049182915e-01; 7.4299615147345899e-01; 6.0034976724476596e-01; 8.1616840673763857e-01; 6.3813578260679071e-01; 1.7776666990206644e-01
157; 1; 84; 5.6181248171053833e-01; 9.4620092328825101e-01; -3.4497441330425338e-01; 8.5312857448466950e-01; 6.8206095849280246e-01; 6.0034976724476619e-01
158; 1; 86; 5.3874396082032894e-01; 1.0149246822333149e+00; -2.3298809242267671e-01; 1.1344720547622040e+00; 1.9336599813492400e-01; 6.0034976724476607e-01
159; 1; 87; 6.0982671910242536e-01; 8.6825121427115648e-01; -3.2366942094124451e-01; 7.7923488581473555e-01; 7.7734822148477067e-01; 4.7111701600720890e-01
160; 1; 89; 5.9777523653793319e-01; 1.0343089337567508e+00; 2.4351631175960617e-01; 9.0256738089680777e-01; 5.9618551714300716e-01; 6.0034976724476596e-01
